,Area_Name,Crime_Year,Group_Name,Sub_Group_Name,Cases_Property_Recovered,Cases_Property_Stolen,Value_of_Property_Recovered,Value_of_Property_Stolen
1857,Arunachal Pradesh,2004,Theft - Property,4. Theft,114,388,3619988,11244293
1858,Assam,2004,Theft - Property,4. Theft,1379,5866,15153750,75688410
1859,Bihar,2004,Theft - Property,4. Theft,1989,11113,23897635,125439263
1860,Chandigarh,2004,Theft - Property,4. Theft,697,1459,24910865,51628049
1861,Chhattisgarh,2004,Theft - Property,4. Theft,1813,5014,51493528,101825009
1862,Dadra & Nagar Haveli,2004,Theft - Property,4. Theft,27,53,634017,2751350
1863,Daman & Diu,2004,Theft - Property,4. Theft,12,27,554500,1301700
1864,Delhi,2004,Theft - Property,4. Theft,6243,18994,65611363,1148408691
1865,Goa,2004,Theft - Property,4. Theft,207,493,4645222,16229270
1866,Gujarat,2004,Theft - Property,4. Theft,5069,18452,144505601,479937790
1867,Haryana,2004,Theft - Property,4. Theft,2998,6558,157873873,264695741
1868,Himachal Pradesh,2004,Theft - Property,4. Theft,272,636,12245505,39564006
1869,Jammu & Kashmir,2004,Theft - Property,4. Theft,735,1939,32308901,57946828
1870,Jharkhand,2004,Theft - Property,4. Theft,1006,4374,9048818,76367464
1871,Karnataka,2004,Theft - Property,4. Theft,4516,16093,175254513,397657848
1872,Kerala,2004,Theft - Property,4. Theft,2091,5010,54208055,197049832
1873,Lakshadweep,2004,Theft - Property,4. Theft,3,5,3410,5610
1874,Madhya Pradesh,2004,Theft - Property,4. Theft,7768,22557,141606813,337588386
1875,Maharashtra,2004,Theft - Property,4. Theft,14324,43629,415113383,1661719838
1876,Manipur,2004,Theft - Property,4. Theft,24,244,4470587,13039619
1877,Meghalaya,2004,Theft - Property,4. Theft,88,393,13616390,117495559
1878,Mizoram,2004,Theft - Property,4. Theft,450,610,250900,509770
1879,Nagaland,2004,Theft - Property,4. Theft,70,172,1190119,3281404
1880,Odisha,2004,Theft - Property,4. Theft,2899,5959,51565221,115307852
1881,Puducherry,2004,Theft - Property,4. Theft,413,634,6464216,9967529
1882,Punjab,2004,Theft - Property,4. Theft,1315,2587,81240535,180336196
1883,Rajasthan,2004,Theft - Property,4. Theft,4353,17096,251202665,449398743
1884,Sikkim,2004,Theft - Property,4. Theft,30,73,1689162,3760220
1885,Tamil Nadu,2004,Theft - Property,4. Theft,15316,17530,202301445,232409059
1886,Tripura,2004,Theft - Property,4. Theft,37,260,4736247,6634206
1887,Uttar Pradesh,2004,Theft - Property,4. Theft,5644,19106,235503305,514233092
1888,Uttarakhand,2004,Theft - Property,4. Theft,480,1500,8351243,31592072
1889,West Bengal,2004,Theft - Property,4. Theft,3543,14465,80910974,391864282
1890,Andaman & Nicobar Islands,2005,Theft - Property,4. Theft,51,92,3452224,5431836
1891,Andhra Pradesh,2005,Theft - Property,4. Theft,13716,23395,229884092,451664136
1892,Arunachal Pradesh,2005,Theft - Property,4. Theft,147,531,6533651,35140607
1893,Assam,2005,Theft - Property,4. Theft,1869,6369,30054617,116337451
1894,Bihar,2005,Theft - Property,4. Theft,1880,10812,18558711,111326355
1895,Chandigarh,2005,Theft - Property,4. Theft,585,1373,16469300,51774386
1896,Chhattisgarh,2005,Theft - Property,4. Theft,2117,5600,124114879,197744832
1897,Dadra & Nagar Haveli,2005,Theft - Property,4. Theft,37,74,2459055,6300155
1898,Daman & Diu,2005,Theft - Property,4. Theft,11,50,308700,3931333
1899,Delhi,2005,Theft - Property,4. Theft,6772,17955,67737445,1000141986
1900,Goa,2005,Theft - Property,4. Theft,175,490,8290411,29695016
1901,Gujarat,2005,Theft - Property,4. Theft,5153,17834,149243011,488494904
1902,Haryana,2005,Theft - Property,4. Theft,3591,8650,171302996,300518761
1903,Himachal Pradesh,2005,Theft - Property,4. Theft,289,689,20925983,42396464
1904,Jammu & Kashmir,2005,Theft - Property,4. Theft,703,1901,33870216,60480028
1905,Jharkhand,2005,Theft - Property,4. Theft,1191,5610,21659643,91696971
1906,Karnataka,2005,Theft - Property,4. Theft,5299,17008,246432247,464640676
1907,Kerala,2005,Theft - Property,4. Theft,2062,5225,61417001,266880665
1908,Lakshadweep,2005,Theft - Property,4. Theft,1,7,1000,241248
1909,Madhya Pradesh,2005,Theft - Property,4. Theft,7641,20660,167441231,380812973
1910,Maharashtra,2005,Theft - Property,4. Theft,15565,46598,547904813,2093911186
1911,Manipur,2005,Theft - Property,4. Theft,28,243,510140,12662242
1912,Meghalaya,2005,Theft - Property,4. Theft,108,431,3529946,18839860
1913,Mizoram,2005,Theft - Property,4. Theft,638,777,2121386,2956013
1914,Nagaland,2005,Theft - Property,4. Theft,72,278,2023640,6569716
1915,Odisha,2005,Theft - Property,4. Theft,3427,6743,89339721,187605339
1916,Puducherry,2005,Theft - Property,4. Theft,328,466,5289218,8420633
1917,Punjab,2005,Theft - Property,4. Theft,1691,2924,75526389,191876005
1918,Rajasthan,2005,Theft - Property,4. Theft,4548,13361,309399626,541407716
1919,Sikkim,2005,Theft - Property,4. Theft,27,77,1116870,2587940
1920,Tamil Nadu,2005,Theft - Property,4. Theft,14116,15851,207205736,238850090
1921,Tripura,2005,Theft - Property,4. Theft,57,325,2920747,6991098
1922,Uttar Pradesh,2005,Theft - Property,4. Theft,5425,17557,205265891,500125253
1923,Uttarakhand,2005,Theft - Property,4. Theft,537,1515,12182738,45201377
1924,West Bengal,2005,Theft - Property,4. Theft,3192,12124,54647902,253606057
1925,Andaman & Nicobar Islands,2006,Theft - Property,4. Theft,51,101,1306602,2262203
1926,Andhra Pradesh,2006,Theft - Property,4. Theft,12757,23211,241310512,514737824
1927,Arunachal Pradesh,2006,Theft - Property,4. Theft,172,451,5287871,18046894
1928,Assam,2006,Theft - Property,4. Theft,2116,7820,146555353,363131214
1929,Bihar,2006,Theft - Property,4. Theft,1882,11752,16410074,94703960
1930,Chandigarh,2006,Theft - Property,4. Theft,597,1234,13750425,36268500
1931,Chhattisgarh,2006,Theft - Property,4. Theft,1943,5262,45965099,189217539
1932,Dadra & Nagar Haveli,2006,Theft - Property,4. Theft,35,61,5253240,8533700
1933,Daman & Diu,2006,Theft - Property,4. Theft,15,63,933350,6974825
1934,Delhi,2006,Theft - Property,4. Theft,6106,17498,74719855,1128669742
1935,Goa,2006,Theft - Property,4. Theft,173,486,10426923,36772354
1936,Gujarat,2006,Theft - Property,4. Theft,5556,18331,195358310,1233220340
1937,Haryana,2006,Theft - Property,4. Theft,4378,10513,224200922,441919663
1938,Himachal Pradesh,2006,Theft - Property,4. Theft,295,807,27058836,59987972
1939,Jammu & Kashmir,2006,Theft - Property,4. Theft,816,1937,39188485,71426784
1940,Jharkhand,2006,Theft - Property,4. Theft,1123,6173,13661775,71462338
1941,Karnataka,2006,Theft - Property,4. Theft,4970,14901,189460917,480347009
1942,Kerala,2006,Theft - Property,4. Theft,1833,5043,57135205,298306907
1943,Lakshadweep,2006,Theft - Property,4. Theft,11,17,101200,348100
1944,Madhya Pradesh,2006,Theft - Property,4. Theft,7931,21733,194359963,439259099
1945,Maharashtra,2006,Theft - Property,4. Theft,15590,46250,562101861,2112418477
1946,Manipur,2006,Theft - Property,4. Theft,17,290,453500,9416334
1947,Meghalaya,2006,Theft - Property,4. Theft,109,470,2448500,26091623
1948,Mizoram,2006,Theft - Property,4. Theft,596,740,5538026,28001877
1949,Nagaland,2006,Theft - Property,4. Theft,136,324,6781299,78948706
1950,Odisha,2006,Theft - Property,4. Theft,3619,6559,77632471,222755594
1951,Puducherry,2006,Theft - Property,4. Theft,293,560,8367415,12995915
1952,Punjab,2006,Theft - Property,4. Theft,1965,3945,90017684,239469827
1953,Rajasthan,2006,Theft - Property,4. Theft,4697,16460,335708944,588618315
1954,Sikkim,2006,Theft - Property,4. Theft,46,113,2654700,4375644
1955,Tamil Nadu,2006,Theft - Property,4. Theft,12704,13651,225958114,249486970
1956,Tripura,2006,Theft - Property,4. Theft,24,392,2184188,11037167
1957,Uttar Pradesh,2006,Theft - Property,4. Theft,5670,17665,292485787,565738249
1958,Uttarakhand,2006,Theft - Property,4. Theft,543,1369,13914105,47167576
1959,West Bengal,2006,Theft - Property,4. Theft,2254,12532,61095553,287899747
1960,Andaman & Nicobar Islands,2007,Theft - Property,4. Theft,34,112,1439610,4808582
1961,Andhra Pradesh,2007,Theft - Property,4. Theft,13265,23856,301731761,514325019
1962,Arunachal Pradesh,2007,Theft - Property,4. Theft,228,513,9720166,28418744
1963,Assam,2007,Theft - Property,4. Theft,2330,7754,37307228,102848324
1964,Bihar,2007,Theft - Property,4. Theft,1700,11795,20584711,120896395
1965,Chandigarh,2007,Theft - Property,4. Theft,612,1740,24353940,84828820
1966,Chhattisgarh,2007,Theft - Property,4. Theft,1995,5381,97424680,201276448
1967,Dadra & Nagar Haveli,2007,Theft - Property,4. Theft,38,87,7178680,11632786
1968,Daman & Diu,2007,Theft - Property,4. Theft,8,43,604550,5833910
1969,Delhi,2007,Theft - Property,4. Theft,5690,17037,64632107,951380888
1970,Goa,2007,Theft - Property,4. Theft,160,484,7395072,38412511
1971,Gujarat,2007,Theft - Property,4. Theft,5657,18047,176182189,633456546
1972,Haryana,2007,Theft - Property,4. Theft,4489,11047,234719856,446296828
1973,Himachal Pradesh,2007,Theft - Property,4. Theft,363,1077,32715520,80227548
1974,Jammu & Kashmir,2007,Theft - Property,4. Theft,761,1756,34918058,63231699
1975,Jharkhand,2007,Theft - Property,4. Theft,1125,7067,15471982,109486572
1976,Karnataka,2007,Theft - Property,4. Theft,6278,14270,145811318,631663026
1977,Kerala,2007,Theft - Property,4. Theft,2210,5317,83174955,336982688
1978,Lakshadweep,2007,Theft - Property,4. Theft,3,20,66597,220223
1979,Madhya Pradesh,2007,Theft - Property,4. Theft,7829,22396,218600442,504335083
1980,Maharashtra,2007,Theft - Property,4. Theft,16072,47498,680817061,3077038673
1981,Manipur,2007,Theft - Property,4. Theft,23,454,1113910,14425950
1982,Meghalaya,2007,Theft - Property,4. Theft,168,500,5821491,18660858
1983,Mizoram,2007,Theft - Property,4. Theft,598,732,19341965,36329079
1984,Nagaland,2007,Theft - Property,4. Theft,86,358,10949690,29137746
1985,Odisha,2007,Theft - Property,4. Theft,3305,6830,76603809,229446710
1986,Puducherry,2007,Theft - Property,4. Theft,375,787,10598391,17727911
1987,Punjab,2007,Theft - Property,4. Theft,2692,5171,135640879,358467769
1988,Rajasthan,2007,Theft - Property,4. Theft,4962,18008,414485441,704131169
1989,Sikkim,2007,Theft - Property,4. Theft,56,118,2781590,5712090
1990,Tamil Nadu,2007,Theft - Property,4. Theft,12058,13217,301826905,334437435
1991,Tripura,2007,Theft - Property,4. Theft,66,411,2312600,31447858
1992,Uttar Pradesh,2007,Theft - Property,4. Theft,5704,19325,525229112,856433116
1993,Uttarakhand,2007,Theft - Property,4. Theft,541,1500,22416183,64253489
1994,West Bengal,2007,Theft - Property,4. Theft,2558,13747,58315409,484849575
1995,Andaman & Nicobar Islands,2008,Theft - Property,4. Theft,63,128,2063545,5139030
1996,Andhra Pradesh,2008,Theft - Property,4. Theft,13446,24324,397591848,721249352
1997,Arunachal Pradesh,2008,Theft - Property,4. Theft,217,445,8810883,51707894
1998,Assam,2008,Theft - Property,4. Theft,2458,8012,41888526,146063921
1999,Bihar,2008,Theft - Property,4. Theft,2283,13206,29222449,273651851
2000,Chandigarh,2008,Theft - Property,4. Theft,568,1991,27961646,86645921
2001,Chhattisgarh,2008,Theft - Property,4. Theft,1979,6079,66780834,167950857
2002,Dadra & Nagar Haveli,2008,Theft - Property,4. Theft,28,54,1349523,5567584
2003,Daman & Diu,2008,Theft - Property,4. Theft,20,49,2487600,7041295
2004,Delhi,2008,Theft - Property,4. Theft,3876,18867,62353044,1169650318
2005,Goa,2008,Theft - Property,4. Theft,195,595,17312994,51331469
2006,Gujarat,2008,Theft - Property,4. Theft,6145,20557,213420597,717642182
2007,Haryana,2008,Theft - Property,4. Theft,4381,12709,233259510,477937454
2008,Himachal Pradesh,2008,Theft - Property,4. Theft,468,1135,24133060,83332493
2009,Jammu & Kashmir,2008,Theft - Property,4. Theft,694,2073,41599604,88290878
2010,Jharkhand,2008,Theft - Property,4. Theft,1153,7269,20627716,132366997
2011,Karnataka,2008,Theft - Property,4. Theft,5082,17728,341038583,754337080
2012,Kerala,2008,Theft - Property,4. Theft,2348,5327,74419945,280186211
2013,Lakshadweep,2008,Theft - Property,4. Theft,2,8,9000,74000
2014,Madhya Pradesh,2008,Theft - Property,4. Theft,7995,24579,192107758,583021697
2015,Maharashtra,2008,Theft - Property,4. Theft,17453,52664,740883362,3351235338
2016,Manipur,2008,Theft - Property,4. Theft,22,446,1151250,38372099
2017,Meghalaya,2008,Theft - Property,4. Theft,152,658,4309428,52154152
2018,Mizoram,2008,Theft - Property,4. Theft,597,734,16373598,21862542
2019,Nagaland,2008,Theft - Property,4. Theft,55,329,2632286,71238757
2020,Odisha,2008,Theft - Property,4. Theft,3681,7132,75832586,224441584
2021,Puducherry,2008,Theft - Property,4. Theft,300,688,8752684,18393372
2022,Punjab,2008,Theft - Property,4. Theft,2956,5468,175809708,366697667
2023,Rajasthan,2008,Theft - Property,4. Theft,5074,19014,425348611,701978100
2024,Sikkim,2008,Theft - Property,4. Theft,59,127,3997660,6167240
2025,Tamil Nadu,2008,Theft - Property,4. Theft,12950,15019,317483391,378069714
2026,Tripura,2008,Theft - Property,4. Theft,210,499,2614810,19523259
2027,Uttar Pradesh,2008,Theft - Property,4. Theft,6325,21370,642495682,988468154
2028,Uttarakhand,2008,Theft - Property,4. Theft,529,1532,20803568,76043421
2029,West Bengal,2008,Theft - Property,4. Theft,2716,17334,67780201,472055084
2030,Andaman & Nicobar Islands,2009,Theft - Property,4. Theft,68,134,3623505,5124807
2031,Andhra Pradesh,2009,Theft - Property,4. Theft,13133,23922,434869915,778827814
2032,Arunachal Pradesh,2009,Theft - Property,4. Theft,176,381,5700050,31164607
2033,Assam,2009,Theft - Property,4. Theft,2280,7644,95067594,346328773
2034,Bihar,2009,Theft - Property,4. Theft,2235,15221,41223558,313111752
2035,Chandigarh,2009,Theft - Property,4. Theft,495,1731,20914820,83782453
2036,Chhattisgarh,2009,Theft - Property,4. Theft,1944,5792,90848076,209313629
2037,Dadra & Nagar Haveli,2009,Theft - Property,4. Theft,22,63,1097808,7195540
2038,Daman & Diu,2009,Theft - Property,4. Theft,10,41,210785,2257920
2039,Delhi,2009,Theft - Property,4. Theft,4325,21731,120952757,1935299019
2040,Goa,2009,Theft - Property,4. Theft,212,840,14103333,56510550
2041,Gujarat,2009,Theft - Property,4. Theft,5664,19574,216620109,849896797
2042,Haryana,2009,Theft - Property,4. Theft,4316,12912,203685733,482437909
2043,Himachal Pradesh,2009,Theft - Property,4. Theft,354,820,29931601,80053807
2044,Jammu & Kashmir,2009,Theft - Property,4. Theft,1078,2517,58148666,119533334
2045,Jharkhand,2009,Theft - Property,4. Theft,1331,7716,28571580,153601534
2046,Karnataka,2009,Theft - Property,4. Theft,5397,20576,426788217,830588124
2047,Kerala,2009,Theft - Property,4. Theft,2507,5196,77566694,235023567
2048,Lakshadweep,2009,Theft - Property,4. Theft,3,10,100000,277000
2049,Madhya Pradesh,2009,Theft - Property,4. Theft,7473,23260,282210926,636398858
2050,Maharashtra,2009,Theft - Property,4. Theft,16426,50708,715387912,3142694776
2051,Manipur,2009,Theft - Property,4. Theft,16,394,1060700,21566576
2052,Meghalaya,2009,Theft - Property,4. Theft,132,528,7593210,34881938
2053,Mizoram,2009,Theft - Property,4. Theft,581,761,20116273,111682469
2054,Nagaland,2009,Theft - Property,4. Theft,61,347,15458455,56028310
2055,Odisha,2009,Theft - Property,4. Theft,2935,7115,128744945,316744878
2056,Puducherry,2009,Theft - Property,4. Theft,418,711,11202455,16457917
2057,Punjab,2009,Theft - Property,4. Theft,2669,5513,180844008,402385515
2058,Rajasthan,2009,Theft - Property,4. Theft,2007,11817,525589147,978660944
2059,Sikkim,2009,Theft - Property,4. Theft,31,62,1517500,2912500
2060,Tamil Nadu,2009,Theft - Property,4. Theft,12899,15712,367486806,454248711
2061,Tripura,2009,Theft - Property,4. Theft,117,415,3551330,28088921
2062,Uttar Pradesh,2009,Theft - Property,4. Theft,5701,24983,252117209,736868327
2063,Uttarakhand,2009,Theft - Property,4. Theft,590,1340,17919481,65840720
2064,West Bengal,2009,Theft - Property,4. Theft,3168,17133,94165016,560520388
2065,Andaman & Nicobar Islands,2010,Theft - Property,4. Theft,51,121,1012355,5115182
2066,Andhra Pradesh,2010,Theft - Property,4. Theft,15080,26358,495913278,886949317
2067,Arunachal Pradesh,2010,Theft - Property,4. Theft,162,445,14183400,39036632
2068,Assam,2010,Theft - Property,4. Theft,1381,7860,76554211,285508811
2069,Bihar,2010,Theft - Property,4. Theft,2242,15544,45833681,322648700
2070,Chandigarh,2010,Theft - Property,4. Theft,468,1481,45899383,97718156
2071,Chhattisgarh,2010,Theft - Property,4. Theft,1895,5805,76576521,215624738
2072,Dadra & Nagar Haveli,2010,Theft - Property,4. Theft,20,63,1303700,6293660
2073,Daman & Diu,2010,Theft - Property,4. Theft,19,47,3440585,6413312
2074,Delhi,2010,Theft - Property,4. Theft,4509,23088,123172749,1598845599
2075,Goa,2010,Theft - Property,4. Theft,313,1017,14117077,130811294
2076,Gujarat,2010,Theft - Property,4. Theft,5105,16725,254323201,824549421
2077,Haryana,2010,Theft - Property,4. Theft,4859,16266,235612864,587990593
2078,Himachal Pradesh,2010,Theft - Property,4. Theft,377,837,42188916,97672155
2079,Jammu & Kashmir,2010,Theft - Property,4. Theft,985,2490,78485237,143631373
2080,Jharkhand,2010,Theft - Property,4. Theft,1379,7090,31022247,141140357
2081,Karnataka,2010,Theft - Property,4. Theft,6480,20093,587641348,1469775629
2082,Kerala,2010,Theft - Property,4. Theft,2110,4065,72925126,206828894
2083,Lakshadweep,2010,Theft - Property,4. Theft,2,4,9000,18000
2084,Madhya Pradesh,2010,Theft - Property,4. Theft,6682,21523,271839332,659776896
2085,Maharashtra,2010,Theft - Property,4. Theft,16765,52363,958264429,3640776890
2086,Manipur,2010,Theft - Property,4. Theft,30,417,1183700,30208364
2087,Meghalaya,2010,Theft - Property,4. Theft,169,640,7235650,37310792
2088,Mizoram,2010,Theft - Property,4. Theft,701,813,16293877,34672287
2089,Nagaland,2010,Theft - Property,4. Theft,73,372,31153660,223472115
2090,Odisha,2010,Theft - Property,4. Theft,3454,7572,220635148,663821864
2091,Puducherry,2010,Theft - Property,4. Theft,266,534,11800800,18821640
2092,Punjab,2010,Theft - Property,4. Theft,2801,5407,231391885,497975470
2093,Rajasthan,2010,Theft - Property,4. Theft,4798,20981,588095593,988468024
2094,Sikkim,2010,Theft - Property,4. Theft,22,53,1187000,2835372
2095,Tamil Nadu,2010,Theft - Property,4. Theft,11584,14583,364514832,464409840
2096,Tripura,2010,Theft - Property,4. Theft,86,410,2955025,11716542
2097,Uttar Pradesh,2010,Theft - Property,4. Theft,5844,27487,258433654,768097095
2098,Uttarakhand,2010,Theft - Property,4. Theft,721,1779,32129306,80909756
2099,West Bengal,2010,Theft - Property,4. Theft,3515,19388,509046211,2654448736
2100,Andaman & Nicobar Islands,2001,Total Property,7. Total Property Stolen & Recovered,54,143,1192179,3184477
2101,Andhra Pradesh,2001,Total Property,7. Total Property Stolen & Recovered,13418,25070,186103403,476038316
2102,Arunachal Pradesh,2001,Total Property,7. Total Property Stolen & Recovered,300,858,9652850,58483056
2103,Assam,2001,Total Property,7. Total Property Stolen & Recovered,2149,9778,24989343,121602215
2104,Bihar,2001,Total Property,7. Total Property Stolen & Recovered,3357,18503,47713186,422706220
2105,Chandigarh,2001,Total Property,7. Total Property Stolen & Recovered,714,1948,21114612,49527109
2106,Chhattisgarh,2001,Total Property,7. Total Property Stolen & Recovered,3298,9894,37331973,112242456
2107,Dadra & Nagar Haveli,2001,Total Property,7. Total Property Stolen & Recovered,43,106,5314436,11604547
2108,Daman & Diu,2001,Total Property,7. Total Property Stolen & Recovered,21,94,2323494,14151158
2109,Delhi,2001,Total Property,7. Total Property Stolen & Recovered,5893,25170,218254594,2127553393
2110,Goa,2001,Total Property,7. Total Property Stolen & Recovered,289,1004,9521526,239891783
2111,Gujarat,2001,Total Property,7. Total Property Stolen & Recovered,7385,24410,227693256,1149816876
2112,Haryana,2001,Total Property,7. Total Property Stolen & Recovered,5103,10536,257829983,404891438
2113,Himachal Pradesh,2001,Total Property,7. Total Property Stolen & Recovered,367,1573,24625652,59011695
2114,Jammu & Kashmir,2001,Total Property,7. Total Property Stolen & Recovered,833,3531,33575768,100502822
2115,Jharkhand,2001,Total Property,7. Total Property Stolen & Recovered,1411,5764,14052425,126668437
2116,Karnataka,2001,Total Property,7. Total Property Stolen & Recovered,6652,21039,218531303,583882867
2117,Kerala,2001,Total Property,7. Total Property Stolen & Recovered,3320,10442,99493533,433136856
2118,Lakshadweep,2001,Total Property,7. Total Property Stolen & Recovered,5,12,35400,109290
2119,Madhya Pradesh,2001,Total Property,7. Total Property Stolen & Recovered,11779,37554,203882247,501301044
2120,Maharashtra,2001,Total Property,7. Total Property Stolen & Recovered,20787,60173,856697065,4001169316
2121,Manipur,2001,Total Property,7. Total Property Stolen & Recovered,47,455,3658556,31017310
2122,Meghalaya,2001,Total Property,7. Total Property Stolen & Recovered,191,713,3662712,13868800
2123,Mizoram,2001,Total Property,7. Total Property Stolen & Recovered,866,1516,10038622,18857452
2124,Nagaland,2001,Total Property,7. Total Property Stolen & Recovered,120,463,6805838,81016077
2125,Odisha,2001,Total Property,7. Total Property Stolen & Recovered,5068,10167,52527851,220741872
2126,Puducherry,2001,Total Property,7. Total Property Stolen & Recovered,303,651,4421759,10439367
2127,Punjab,2001,Total Property,7. Total Property Stolen & Recovered,3045,5950,225006524,465830826
2128,Rajasthan,2001,Total Property,7. Total Property Stolen & Recovered,7854,25326,358218186,582726219
2129,Sikkim,2001,Total Property,7. Total Property Stolen & Recovered,40,129,1158845,3351263
2130,Tamil Nadu,2001,Total Property,7. Total Property Stolen & Recovered,17295,24606,333439558,735013778
2131,Tripura,2001,Total Property,7. Total Property Stolen & Recovered,130,579,724170,13759600
2132,Uttar Pradesh,2001,Total Property,7. Total Property Stolen & Recovered,9376,36711,846220887,1485857593
2133,Uttarakhand,2001,Total Property,7. Total Property Stolen & Recovered,549,2346,15855404,84480844
2134,West Bengal,2001,Total Property,7. Total Property Stolen & Recovered,4359,18204,111594745,427887883
2135,Andaman & Nicobar Islands,2002,Total Property,7. Total Property Stolen & Recovered,37,110,666759,1842721
2136,Andhra Pradesh,2002,Total Property,7. Total Property Stolen & Recovered,14067,28340,216606581,550010981
2137,Arunachal Pradesh,2002,Total Property,7. Total Property Stolen & Recovered,295,819,14786088,39483510
2138,Assam,2002,Total Property,7. Total Property Stolen & Recovered,2258,10269,29712976,139977748
2139,Bihar,2002,Total Property,7. Total Property Stolen & Recovered,3217,19333,47271522,254239400
2140,Chandigarh,2002,Total Property,7. Total Property Stolen & Recovered,604,2055,23029062,71383551
2141,Chhattisgarh,2002,Total Property,7. Total Property Stolen & Recovered,3068,8687,40621866,173008693
2142,Dadra & Nagar Haveli,2002,Total Property,7. Total Property Stolen & Recovered,69,132,6083651,14931390
2143,Daman & Diu,2002,Total Property,7. Total Property Stolen & Recovered,44,130,5347636,16411977
2144,Delhi,2002,Total Property,7. Total Property Stolen & Recovered,8250,22681,100376887,1968908241
2145,Goa,2002,Total Property,7. Total Property Stolen & Recovered,220,951,9847158,70067569
2146,Gujarat,2002,Total Property,7. Total Property Stolen & Recovered,7433,24958,199710393,5415280620
2147,Haryana,2002,Total Property,7. Total Property Stolen & Recovered,5230,10266,277900567,426332721
2148,Himachal Pradesh,2002,Total Property,7. Total Property Stolen & Recovered,372,1350,22929845,130545075
2149,Jammu & Kashmir,2002,Total Property,7. Total Property Stolen & Recovered,1059,3637,35295212,102159196
2150,Jharkhand,2002,Total Property,7. Total Property Stolen & Recovered,1743,7668,25211240,155701111
2151,Karnataka,2002,Total Property,7. Total Property Stolen & Recovered,7397,22219,264284974,638855643
2152,Kerala,2002,Total Property,7. Total Property Stolen & Recovered,3386,11246,117814390,631615977
2153,Lakshadweep,2002,Total Property,7. Total Property Stolen & Recovered,7,21,85295,209735
2154,Madhya Pradesh,2002,Total Property,7. Total Property Stolen & Recovered,13122,37451,226088417,576014559
2155,Maharashtra,2002,Total Property,7. Total Property Stolen & Recovered,19944,57544,1300723470,9816576492
2156,Manipur,2002,Total Property,7. Total Property Stolen & Recovered,28,429,1814255,23206932
2157,Meghalaya,2002,Total Property,7. Total Property Stolen & Recovered,158,758,5095486,17988692
2158,Mizoram,2002,Total Property,7. Total Property Stolen & Recovered,961,1499,9221035,32811874
2159,Nagaland,2002,Total Property,7. Total Property Stolen & Recovered,216,529,5752775,27644441
2160,Odisha,2002,Total Property,7. Total Property Stolen & Recovered,4014,9287,76089944,212601484
2161,Puducherry,2002,Total Property,7. Total Property Stolen & Recovered,255,675,4897427,13995944
2162,Punjab,2002,Total Property,7. Total Property Stolen & Recovered,3498,6038,330784701,563501865
2163,Rajasthan,2002,Total Property,7. Total Property Stolen & Recovered,6745,22730,338610258,570166500
2164,Sikkim,2002,Total Property,7. Total Property Stolen & Recovered,29,118,398485,836030
2165,Tamil Nadu,2002,Total Property,7. Total Property Stolen & Recovered,19263,25825,391752230,695528915
2166,Tripura,2002,Total Property,7. Total Property Stolen & Recovered,123,619,1443478,30801738
2167,Uttar Pradesh,2002,Total Property,7. Total Property Stolen & Recovered,8642,27826,486575305,782197250
2168,Uttarakhand,2002,Total Property,7. Total Property Stolen & Recovered,623,1939,16294408,51953575
2169,West Bengal,2002,Total Property,7. Total Property Stolen & Recovered,4274,19012,141080560,455513698
2170,Andaman & Nicobar Islands,2003,Total Property,7. Total Property Stolen & Recovered,40,128,1001787,3183650
2171,Andhra Pradesh,2003,Total Property,7. Total Property Stolen & Recovered,14975,33315,268491192,660684437
2172,Arunachal Pradesh,2003,Total Property,7. Total Property Stolen & Recovered,265,776,17151100,44089224
2173,Assam,2003,Total Property,7. Total Property Stolen & Recovered,2272,10298,51941294,182583864
2174,Bihar,2003,Total Property,7. Total Property Stolen & Recovered,2976,19211,41222925,275325321
2175,Chandigarh,2003,Total Property,7. Total Property Stolen & Recovered,775,1578,27951461,63722359
2176,Chhattisgarh,2003,Total Property,7. Total Property Stolen & Recovered,2757,8592,42417804,146930510
2177,Dadra & Nagar Haveli,2003,Total Property,7. Total Property Stolen & Recovered,58,132,6909142,74116906
2178,Daman & Diu,2003,Total Property,7. Total Property Stolen & Recovered,32,107,7758679,18174225
2179,Delhi,2003,Total Property,7. Total Property Stolen & Recovered,7847,20953,76625398,1938163132
2180,Goa,2003,Total Property,7. Total Property Stolen & Recovered,325,847,8566930,275404206
2181,Gujarat,2003,Total Property,7. Total Property Stolen & Recovered,8716,29407,308623233,3241929941
2182,Haryana,2003,Total Property,7. Total Property Stolen & Recovered,5541,10024,335546082,491144301
2183,Himachal Pradesh,2003,Total Property,7. Total Property Stolen & Recovered,406,1392,26443221,71797484
2184,Jammu & Kashmir,2003,Total Property,7. Total Property Stolen & Recovered,1143,3768,57110184,130153108
2185,Jharkhand,2003,Total Property,7. Total Property Stolen & Recovered,1827,7211,29646414,144100978
2186,Karnataka,2003,Total Property,7. Total Property Stolen & Recovered,6708,22463,218541891,700067515
2187,Kerala,2003,Total Property,7. Total Property Stolen & Recovered,3349,9843,125595872,570632818
2188,Lakshadweep,2003,Total Property,7. Total Property Stolen & Recovered,3,14,96650,178650
2189,Madhya Pradesh,2003,Total Property,7. Total Property Stolen & Recovered,12178,35947,235335412,600151731
2190,Maharashtra,2003,Total Property,7. Total Property Stolen & Recovered,20159,57118,749453074,3874559515
